Name::Name,Area::Area!!R,Intensity Mean Value::Intensity Mean Value!!R,Diameter::Diameter!!R
Circle (Diameter),3.063044981,82.67482928,1.974839233
Circle (Diameter),3.82004106,68.25737226,2.205408656
Circle (Diameter),3.437811073,78.76875205,2.092165626
Circle (Diameter),4.879128464,66.97649157,2.492448456
Circle (Diameter),4.541190801,59.95738446,2.404583895
Circle (Diameter),3.587580017,71.43791978,2.137252617
Circle (Diameter),3.648862522,66.1824266,2.155429437
Circle (Diameter),3.768481259,84.46790278,2.190474689
Circle (Diameter),2.800335521,86.15745279,1.888252611
Circle (Diameter),2.625817873,85.33307593,1.82846798
