Name::Name,Area::Area!!R,Intensity Mean Value::Intensity Mean Value!!R,Diameter::Diameter!!R
Circle (Diameter),3.58451736,74.67555081,2.136340154
Circle (Diameter),3.443850933,70.56717248,2.094002673
Circle (Diameter),2.418075688,75.40655097,1.754647995
Circle (Diameter),3.61200675,73.23529778,2.144516223
Circle (Diameter),3.670328833,82.13434669,2.16176035
Circle (Diameter),3.776695436,76.7921578,2.192860684
Circle (Diameter),4.077468984,76.8238858,2.278507132
Circle (Diameter),4.328588274,90.50727429,2.347622151
Circle (Diameter),4.006145162,96.25336071,2.258491187
Circle (Diameter),3.581174056,83.61222628,2.135343631
Circle (Diameter),4.064591072,75.99287259,2.274906171
Circle (Diameter),3.498086756,72.68845435,2.110427063
Circle (Diameter),3.656584139,92.55069601,2.15770886
Circle (Diameter),3.712801179,71.69597381,2.174232113
Circle (Diameter),3.970483251,72.98428592,2.248416395
Circle (Diameter),3.746977177,71.19456959,2.184215995
Circle (Diameter),3.281019638,94.71349664,2.043899203
Circle (Diameter),3.459453019,91.34099342,2.098740667
Circle (Diameter),3.630828314,93.64570276,2.150096321
Circle (Diameter),3.415247109,90.03939034,2.085288391
Circle (Diameter),3.299965028,76.01446408,2.04979169
Circle (Diameter),3.914142385,78.77607644,2.232406967
Circle (Diameter),3.663270747,74.58590051,2.159680805
Circle (Diameter),3.383547632,60.00832196,2.075588265
Circle (Diameter),4.074992462,64.52352957,2.277815082
Circle (Diameter),3.706486049,83.50265539,2.172382243
Circle (Diameter),3.616835967,72.41498272,2.145949342
Circle (Diameter),3.894330212,65.85135174,2.226749924
Circle (Diameter),3.514307973,61.99042311,2.115314606
Circle (Diameter),4.026947943,70.17844167,2.264347448
Circle (Diameter),2.832769229,68.46093099,1.899156077
Circle (Diameter),3.551579623,86.30325219,2.126502204
Circle (Diameter),3.712801179,84.93466574,2.174232113
Circle (Diameter),3.293402246,79.16237184,2.047752421
